Isolate name,Standardized name,Isolation,Ecological origins,Geographical origins,HO deletion,Plasmid class,Plasmid CN,Ploidy,Aneuploidies,Zygosity,Total number of SNPs,Proportion of clean heterozygous SNPs (whole dataset),Number of singletons,Mean coverage,Clades
CBS1239,ARA,Distillery,Distillery,NA,no,A,171,4,aneu;+1*1;+1*8;+1*15;,heterozygous,"78,741",49.4,"1,402",226,M3
CBS1254,ARB,Bakery,Bakery,NA,no,A,129,4,aneu;+1*8;-1*10;,heterozygous,"76,486",49.1,"1,008",241,M3
77,BTB,Baker's yeast,Bakery,NA,no,A,137,3,aneu;+1*1;,heterozygous,"75,015",46.7,"1,342",211,M3
Y1,ATB,Mushroom,Nature,NA,no,B,91,3,euploid,heterozygous,"84,272",71.5,"1,331",215,M3
DBVPG1074,BIE,Grape must,Wine,"San Severo, Puglia, Italy",no,C,17,2,euploid,heterozygous,"81,539",68.2,57,217,M3
DBVPG1792,BPA,Soil,Soil,"Viik, Helsinki, Finland",no,C,45,2,aneu;+1*8;,heterozygous,"82,161",68.3,71,287,M3
CBS3078,AGT,Spores,Unknown,NA,yes,B,47,1,euploid,homozygous,"53,325",0,891,215,M3
PB12,CIH,Feces,"Human, clinical",Netherlands,no,none,0,2,euploid,heterozygous,"68,898",42.8,"1,117",184,M3
YJM436_1b,ABF,Mouth,"Human, clinical",NA,yes,B,12,1,euploid,homozygous,"53,434",0,67,183,M3
YJM451,SACE_YAL,Unknown,"Human, clinical",NA,no,B,42,2,euploid,homozygous,"54,126",0,110,51,M3
CBS1428,AEI,Bakery,Bakery,NA,yes,A,30,1,euploid,homozygous,"55,805",0,124,240,M3
CBS1387,AFG,Bakery,Bakery,NA,yes,A,16,1,euploid,homozygous,"57,359",0,183,678,M3
YJM1307,SACE_YBU,Unknown,"Human, clinical","Washington DC, USA",no,A,51,2,euploid,homozygous,"57,372",0,130,419,M3
YJM1208,SACE_YBM,Unknown,"Human, clinical","Michigan, USA",no,B,94,2,euploid,homozygous,"51,589",0,163,142,M3
YJM421_b,ABC,Ascites fluid,"Human, clinical",USA,yes,B,17,1,euploid,homozygous,"51,278",0,9,204,M3
YJM1615,SACE_YDL,Clinical,"Human, clinical","California, USA",no,B,108,2,euploid,homozygous,"51,882",0,7,95,M3
YJM1083,SACE_YDN,Clinical,"Human, clinical","North Carolina, USA",no,B,75,2,euploid,homozygous,"52,360",0,464,350,M3
Ponton 11,CIC,Mouth,"Human, clinical",Spain,no,B,49,2,euploid,heterozygous,"68,564",41.1,825,227,M3
CCY_21-4-93:6B,CDK,Leaves of Sequoia sp.,Tree,North Korea,yes,C,154,1,euploid,homozygous,"58,780",0,"1,011",165,M3
CCY_21-4-89:7-3,CEM,Fermenting acorn meal,Fermentation,North Korea,yes,C,32,1,euploid,homozygous,"57,683",0,865,203,M3
Ponton 14,CIF,Feces,"Human, clinical",Spain,no,B,25,2,euploid,heterozygous,"70,667",39.3,"1,554",175,M3
Ponton 12,CID,Mouth,"Human, clinical",Spain,no,B,130,2,euploid,heterozygous,"66,691",35.3,894,235,M3
2281,BBT,"Grapes, Picudo variety",Wine,"Valdevimbre, Spain",no,B,39,3,euploid,heterozygous,"89,544",59.4,"5,186",239,M3
B9b-1,CHN,Levain from organic flour (Renan),Bakery,Gif-sur-Yvette,no,A,8,2,euploid,heterozygous,"76,575",48,32,218,M3
B9c-1,CHP,Levain from organic flour (Renan),Bakery,Gif-sur-Yvette,no,A,8,2,euploid,heterozygous,"76,117",47.6,30,224,M3
RIB6002,CMG,Sake,Sake,Japan,no,B*,26,3,aneu;-1*1;+1*8;,heterozygous,"87,649",60.2,"2,011",194,M3
CLQCA_17-111,CRE,Termite mound,Insect,Ecuador,no,none,0,3,euploid,heterozygous,"88,842",59.1,"5,174",221,M3
MAJ_A,BDM,Plant material,Nature,"Majunga, Madagascar",no,B,103,2,euploid,heterozygous,"71,939",32.9,"4,822",204,M3
Y10_1b,ACI,Coconut,Fruit,Philippines,yes,C,34,1,euploid,homozygous,"62,994",0,"2,274",183,M3
YJM1419,SACE_YCS,Bagasse,Unknown,NA,no,B,55,2,euploid,homozygous,"55,184",0,932,55,M3
Y3_1b,ACL,Palm wine,Palm wine,NA,yes,none,0,1,aneu;+1*12;,homozygous,"64,550",0,"2,562",212,M3
MUCL_30909-2C,CEQ,Cassava,Fermentation,Burundi,no,A,18,2,euploid,homozygous,"67,476",0,"4,348",161,M3
DJ68,BAB,Palm wine,Palm wine,"Yoboki, Djibouti",no,none,0,3,euploid,heterozygous,"82,692",27,40,268, African palm wine 
DJ65,AVV,Palm wine,Palm wine,"Yoboki, Djibouti",no,none,0,3,euploid,heterozygous,"82,391",26.2,12,307, African palm wine 
DJ66,BAA,Palm wine,Palm wine,"Yoboki, Djibouti",no,none,0,3,euploid,heterozygous,"81,257",24.8,12,224, African palm wine 
DJ71,BAD,Palm wine,Palm wine,"Yoboki, Djibouti",no,none,0,3,euploid,heterozygous,"82,196",26.3,40,260, African palm wine 
DJ70,BAC,Palm wine,Palm wine,"Yoboki, Djibouti",no,none,0,3,euploid,heterozygous,"82,625",26.2,24,296, African palm wine 
DJ73,BAE,Palm wine,Palm wine,"Yoboki, Djibouti",no,none,0,3,euploid,heterozygous,"82,522",26.7,18,264, African palm wine 
DJ74,BAF,Palm wine,Palm wine,"Yoboki, Djibouti",no,C,13,2,euploid,heterozygous,"87,289",28.3,"5,785",202, African palm wine 
Dji2-2A(a),CFA,Palm wine ,Palm wine,Djibouti,no,C,50,2,euploid,homozygous,"74,035",0,"1,885",277, African palm wine 
SK1,SACE_GAL,Lab strain,Lab strain,USA,no,A,48,2,euploid,homozygous,"68,401",0,21,24, African palm wine 
FTPW4,CPS,Palm wine,Palm wine,Burkina Faso,no,none,0,3,euploid,heterozygous,"88,636",25.6,"3,234",219, African palm wine 
FTPW3,CPT,Palm wine,Palm wine,Burkina Faso,no,none,0,2,aneu;+1*9;,heterozygous,"80,692",8.6,"2,892",207, African palm wine 
FTPW32,CQA,Palm wine,Palm wine,Burkina Faso,no,none,0,2,euploid,heterozygous,"77,813",3,694,246, African palm wine 
FTPW35,CQB,Palm wine,Palm wine,Burkina Faso,no,none,0,2,euploid,heterozygous,"79,654",7.9,"1,502",264, African palm wine 
CBS1419,AHS,Wine,Wine,Ghana,yes,none,0,1,aneu;+1*9;,homozygous,"75,709",0,"4,296",290, African palm wine 
CBS7903,ADV,Palm wine,Palm wine,Nigeria,yes,none,0,1,euploid,homozygous,"7,359",0,"2,592",219, African palm wine 
NPA06.1,AKG,Palm wine,Palm wine,Nigeria,no,none,0,2,euploid,homozygous,"74,047",0,"2,049",224, African palm wine 
YJM195,SACE_YAC,Palm wine,Palm wine,Nigeria,no,none,0,2,euploid,homozygous,"76,930",0,"4,016",68, African palm wine 
YPS1009_b,ADF,Exudate from Quercus sp.,Tree,USA,yes,none,0,1,euploid,homozygous,"75,878",0,18,271, African palm wine 
NPA07.1,AKB,Palm wine,Palm wine,Nigeria,no,none,0,2,euploid,heterozygous,"78,487",6.6,426,238, African palm wine 
NPA05b1,AKD,Palm wine,Palm wine,Nigeria,no,none,0,3,euploid,heterozygous,"78,831",6.3,"1,022",201, African palm wine 
NPA05a1,AKC,Palm wine,Palm wine,Nigeria,no,none,0,3,aneu;+1*14;,heterozygous,"79,612",8.8,"1,120",225, African palm wine 
NPA03.1,AKE,Palm wine,Palm wine,Nigeria,no,none,0,2,euploid,homozygous,"75,530",0,324,194, African palm wine 
NPA02-1,AKH,Palm wine,Palm wine,Nigeria,no,none,0,2,euploid,homozygous,"75,887",0,297,234, African palm wine 
CBS400,APQ,"Palm wine, from Elaeis guineensis",Palm wine,Ivory Coast,no,none,0,2,euploid,homozygous,"75,577",0,18,245, African palm wine 
CBS403,APR,"Ginger beer, from Zingiber officinale",Beer,West Africa,no,none,0,2,aneu;+1*9;,homozygous,"75,732",0,10,265, African palm wine 
Y5,ATP,Bili wine,Palm wine,West Africa,no,none,0,2,euploid,homozygous,"75,885",0,15,348, African palm wine 
YJM1248,SACE_YBP,Unknown,Wine,West Africa,no,none,0,2,euploid,homozygous,"75,831",0,14,53, African palm wine 
YJM1439,SACE_YCV,Ginger beer,Beer,West Africa,no,none,0,2,aneu;+1*8;,homozygous,"75,194",0,11,36, African palm wine 
HN10,BAM,Rotten wood,Nature,"Wuzhi Mountain, Hainan province, China",no,none,0,2,euploid,homozygous,"84,486",0,105,221,CHNIII 
HN19,BAQ,Bark from tree in Fagaceae family ,Tree,"Wuzhi Mountain, Hainan province, China",no,none,0,2,euploid,homozygous,"84,480",0,76,236,CHNIII 
SX1,BAG,Bark from tree in Fagaceae family ,Tree,"Qinling Mountain, Shaanxi province, China",no,none,0,2,euploid,homozygous,"1,09,626",0,"2,449",201,CHNII 
SX3,BAH,Bark from Carya sp.,Tree,"Qinling Mountain, Shaanxi province, China",no,none,0,2,euploid,homozygous,"1,10,370",0,"2,644",230,CHNII 
HN6,BAL,Rotten wood,Nature,"Bawangling Mountain, Hainan province, China",no,none,0,2,euploid,homozygous,"1,26,303",0,"45,722",237,CHNI
EN14S01,AMH,Soil,Soil,"Sinyi, Nantou, Taiwan",no,D,10,2,euploid,homozygous,"1,66,452",0,161,228,Taiwanese 
EM14S01-3B,CEG,Soil ,Soil,Taiwan,no,D,45,2,euploid,homozygous,"1,66,759",0,148,226,Taiwanese 
GE14S01-7B,CEI,Soil,Soil,Taiwan,no,D,53,2,euploid,homozygous,"1,66,118",0,"1,708",193,Taiwanese 
Ksc2-2B,CCQ,Tree exudate,Tree,Japan,no,none,0,2,euploid,homozygous,"72,686",0,"7,600",240,Far East Asia 
Ksc40-8A,CCR,Tree exudate,Tree,Japan,no,none,0,2,euploid,homozygous,"73,580",0,"2,813",247,Far East Asia 
Ksc73-2D,CCS,Tree exudate,Tree,Japan,no,none,0,2,euploid,homozygous,"74,816",0,"2,552",258,Far East Asia 
BJ20,BAK,Bark from Quercus wutaishanica,Tree,"Dongling Mountain, Beijing, China",no,none,0,2,euploid,homozygous,"76,505",0,"4,159",266,Far East Asia 
BJ6,BAI,Persimmon,Fruit,"Changping, Beijing, China",no,none,0,2,euploid,homozygous,"77,220",0,"3,485",265,Far East Asia 
CLIB219_2b,ACQ,Wine,Wine,Russia,yes,none,0,1,euploid,homozygous,"77,273",0,56,218,Far East Asia 
VKM_Y-504:S,CCN,Berries of Viburnum Burejanum,Fruit,Russian Far East,no,none,0,2,euploid,homozygous,"77,912",0,35,262,Far East Asia 
N51-1A,CDL,Exudate of Quercus mongolica,Tree,"Vladivostok, Russian Far East",no,none,0,2,euploid,homozygous,"78,120",0,"1,343",261,Far East Asia 
YJM1418,SACE_YCR,Quercus sp. ,Tree,Japan,no,none,0,2,euploid,homozygous,"78,925",0,"1,727",502,Far East Asia 
UWOPS03-429.1,BMA,"Nectar, bertam palm",Tree,Malaysia,no,none,0,2,euploid,homozygous,"78,549",0,16,209,Malaysian 
UWOPS03-461.4,AKM,"Nectar, Bertam palm",Tree,Malaysia,no,none,0,2,euploid,homozygous,"78,382",0,22,200,Malaysian 
UWOPS03-433.3,BMB,"Nectar, bertam palm",Tree,Malaysia,no,none,0,2,euploid,homozygous,"78,822",0,31,238,Malaysian 
UWOPS03-459.1,BMC,"Nectar, bertam palm",Tree,Malaysia,no,none,0,2,euploid,homozygous,"79,389",0,51,314,Malaysian 
UWOPS05_227_2,SACE_MAL,"Telok Senangin, Malaysia, Lachance M, 2005 Trigona spp (Stingless bee) collected near Bertam palm flower",Insect,"Telok Senangin, Malaysia",no,none,0,2,euploid,homozygous,"78,333",0,169,61,Malaysian 
YJM1447,SACE_YCY,Bertam Palm,Tree,Malaysia,no,A,6,2,euploid,homozygous,"62,447",0,24,52,Malaysian 
CBS2888_1b,ABL,Soil,Soil,South Africa,yes,none,0,1,euploid,homozygous,"70,982",0,58,295,UN
YJM1342,SACE_YCB,Unknown,Soil,South Africa,no,B,1,2,euploid,homozygous,"71,946",0,143,387,UN
SJ5L12,AMM,Leaf of Trema orientalis,Tree,"Beinan, Taitung, Taiwan",no,none,0,2,euploid,homozygous,"70,453",0,"5,286",212,UN
HN15,BAN,Rotten wood,Nature,"Wuzhi Mountain, Hainan province, China",no,none,0,2,euploid,homozygous,"73,116",0,"2,860",225,CHN V 
HN16,BAP,Soil,Soil,"Wuzhi Mountain, Hainan province, China",no,none,0,2,euploid,homozygous,"72,925",0,"2,552",223,CHN V 
YPS615,CMP,Quercus sp.,Tree,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"66,125",0,11,111,Ecuadorean 
CLQCA_20-314,CCH,Termite mound,Insect,"Yasuni, Orellana",no,none,0,2,aneu;+1*16;,homozygous,"67,900",0,40,191,Ecuadorean 
YPS1000_1b,ACC,Exudate from Quercus sp.,Tree,USA,yes,none,0,1,euploid,homozygous,"68,090",0,3,245,Ecuadorean 
CLQCA_20-156,CCC,Flower (Gesneriaceae sp.),Flower,"Yasuni, Orellana",no,none,0,2,euploid,homozygous,"68,394",0,45,260,Ecuadorean 
CLQCA_20-184,CCD,Flower from Heliconia sp.,Flower,"Yasuni, Orellana",no,none,0,2,euploid,homozygous,"68,846",0,93,401,Ecuadorean 
CLQCA_20-221,CCE,Flower from Heliconia sp.,Flower,"Yasuni, Orellana",no,none,0,2,euploid,homozygous,"68,824",0,14,328,Ecuadorean 
CLQCA_20-246,CCF,Termite mound,Insect,"Yasuni, Orellana",no,none,0,2,euploid,homozygous,"68,927",0,5,379,Ecuadorean 
CLQCA_20-259,CCG,Decaying fruit,Fruit,"Yasuni, Orellana",no,none,0,2,euploid,homozygous,"68,472",0,8,304,Ecuadorean 
CLQCA_20-248,CCI,Termite mound,Insect,"Yasuni, Orellana",no,none,0,2,euploid,homozygous,"67,968",0,4,209,Ecuadorean 
YPS617,CMQ,Quercus sp.,Tree,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"67,256",0,8,160,Ecuadorean 
UWOPS87-2421,SACE_GAT,Opuntia spp.,Nature,Hawaii,no,none,0,2,euploid,homozygous,"63,460",0,4,32,UN
YJM1444,SACE_YCX,Cladode,Nature,Hawaii,no,none,0,2,euploid,homozygous,"63,579",0,5,38,UN
UCD_61-190-6A,CDN,Drosophila sp. ,Insect,"California, USA",no,none,0,2,aneu;+2*1;+2*3;,homozygous,"66,851",0,787,253,UN
EXF-5284,BFA,Soil below rotten apple,Soil,Slovenia,no,none,0,2,euploid,homozygous,"60,214",0,34,279,UN
EXF-6780,BFL,Quercus petrea,Tree,Slovenia,no,none,0,2,euploid,homozygous,"60,316",0,34,300,UN
IY_03-5-30-1-1-1_(1),AMB,Chauliodes pectinicornis (male) - Corydalidae,Insect,"Louisiana, USA",no,none,0,2,euploid,homozygous,"62,522",0,35,208,UN
IY_03-5-26-5-1-1_(1),AMC,Chauliodes pectinicornis (female) - Corydalidae,Insect,"Louisiana, USA",no,none,0,2,euploid,homozygous,"62,634",0,34,212,UN
N95-6-1C,CDQ,Exudate of Quercus sp.,Tree,"Augusta, MI 49012, USA",no,none,0,2,euploid,homozygous,"62,838",0,34,232,UN
UWOPS83-787_3,SACE_GAS,Opuntia spp.,Nature,Bahamas,no,none,0,2,euploid,homozygous,"65,004",0,50,458,UN
YJM1443,SACE_YCW,Fruit,Fruit,Bahamas,no,none,0,2,euploid,homozygous,"63,423",0,7,47,UN
N22.00-5D,CDF,Fruit of Grataegus dachurica,Fruit,"Botanical garden, Blagoveshchensk, Russia",no,none,0,2,euploid,homozygous,"72,076",0,37,224,Far East Russian 
N3.00-7A,CDG,Grape berries of wild Vitus amurensis,Wine,"Botanical garden, Blagoveshchensk, Russia",no,none,0,2,euploid,homozygous,"72,484",0,28,269,Far East Russian 
N159.01-2B,CDH,Exudate of Quercus mongolica,Tree,"Botanical garden, Blagoveshchensk, Russia",no,none,0,2,euploid,homozygous,"72,011",0,8,201,Far East Russian 
N163.01-5A,CDI,Exudate of Quercus mongolica,Tree,"Botanical garden, Blagoveshchensk, Russia",no,none,0,2,euploid,homozygous,"71,849",0,15,185,Far East Russian 
ES4M07,AMD,Fruiting body of Geastrum sp.,Fruit,"Dongpu, Sinyi Township, Nantou, Taiwan",no,none,0,2,euploid,homozygous,"65,433",0,"1,674",223,UN
ES2M03,AMF,Fruiting body of Russula sp.,Fruit,"Dongpu, Sinyi Township, Nantou, Taiwan",no,none,0,2,euploid,homozygous,"65,491",0,5,195,UN
ES2M03-7A,CEH,Fruiting body of Russula sp.,Fruit,Taiwan,no,none,0,2,euploid,homozygous,"66,059",0,27,250,UN
IFO_0877:6-1,CCP,Quercus sp.,Tree,Japan,no,none,0,2,euploid,homozygous,"62,333",0,"3,376",205,UN
CLIB414,BEG,"High sugar foodstuff, Food",Industrial,Japan,no,none,0,2,aneu;+1*16;,homozygous,"63,240",0,"2,145",264,UN
ATCC_66348-1D,CDB,Soil,Soil,Japan,no,none,0,2,euploid,homozygous,"63,118",0,"2,306",192,UN
YPS163,AVI,Soil beneath Quercus rubra,Soil,Pennsylvanian,no,none,0,2,euploid,homozygous,"62,131",0,3,167,North American oak 
YPS163_1b,ACD,Exudate from Quercus sp.,Tree,USA,yes,none,0,1,euploid,homozygous,"62,419",0,2,202,North American oak 
YPS139,ANF,Soil beneath unidentified Quercus sp.,Soil,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"62,263",0,1,183,North American oak 
YPS142,ANH,Bark of q.rubra,Nature,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"62,446",0,0,202,North American oak 
YPS129,ANC,Flux from Quercus alba,Tree,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"62,601",0,27,226,North American oak 
YPS134,ANE,Soil beneath Quercus velutina,Soil,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"62,452",0,2,193,North American oak 
YPS141,ANG,Soil beneath Quercus velutina,Soil,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"62,526",0,17,215,North American oak 
YPS133,AND,Soil beneath Quercus alba,Soil,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"62,591",0,0,238,North American oak 
YPS154,ANK,Bark of q.velutina,Tree,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"62,497",0,11,224,North American oak 
YPS143,ANI,Soil beneath(q.rubra),Soil,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"62,732",0,0,272,North American oak 
YPS128,AKN,Soil beneath Quercus alba,Soil,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"62,706",0,20,245,North American oak 
YJM1273,SACE_YBS,Quercus sp. ,Tree,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"63,960",0,12,309,North American oak 
YJM1434,SACE_YCU,Oak,Tree,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"64,035",0,12,291,North American oak 
2163,BBR,"Quercus faginea, 30C",Tree,"Castellon, Spain",no,none,0,2,euploid,homozygous,"65,253",0,624,236,UN
YJM1402,SACE_YCO,Wine,Wine,NA,no,A,5,2,euploid,homozygous,"55,007",0,36,154,UN
YPS670,CMS,Quercus sp.,Tree,"Pennsylvania, USA",no,none,0,2,euploid,homozygous,"63,254",0,40,211,UN
NC_02_b,ADG,Exudate from Quercus sp.,Tree,"North Carolina, USA",yes,none,0,1,euploid,homozygous,"63,527",0,21,265,UN
N95-5-1A,CDP,Exudate of Quercus sp.,Tree,"Augusta, MI 49012, USA",no,none,0,2,euploid,homozygous,"63,585",0,24,267,UN
YJM1573,SACE_YDI,Fermented food,Unknown,India,no,none,0,2,euploid,homozygous,"64,303",0,23,118,UN
CBS1592,ARH,Fermenting cacao,Fermentation,"Java, Indonesia",no,C,85,2,aneu;+1*1;,heterozygous,"67,859",9.4,"1,380",211,Asian islands 
CBS1593,ARI,Fermenting cacao,Fermentation,"Java, Indonesia",no,C,131,2,aneu;+2*1;+1*2;,heterozygous,"70,548",14.4,"1,564",210,Asian islands 
CBS2992,AFK,Palm wine,Palm wine,Pakistan,no,none,0,2,euploid,homozygous,"68,308",0,"2,869",187,Asian islands 
CBS3000,AHH,Palm wine,Palm wine,Denmark,yes,none,0,1,euploid,homozygous,"68,352",0,"2,479",203,Asian islands 
S11F3-6B,CCT,Phloem sap of Caryota urens,Tree,Sri Lanka,no,C,171,2,euploid,homozygous,"68,304",0,"2,678",223,Asian islands 
S8BM-30-2D,CCV,Phloem sap of Caryota urens,Tree,Sri Lanka,no,C,91,2,euploid,homozygous,"68,338",0,"2,448",199,Asian islands 
S8BM-32-4D(a),CDA,Phloem sap of Caryota urens,Tree,Sri Lanka,yes,C,19,1,euploid,homozygous,"68,336",0,"2,481",247,Asian islands 
CBS1594,AGR,Plant,Nature,NA,yes,C,34,1,euploid,homozygous,"67,676",0,"2,366",189,Asian islands 
CBS1576,ARG,Exudate of Arenga sp.,Tree,"Celebes, Sulavesi, Indonesia",no,C,66,2,euploid,homozygous,"68,061",0,"2,858",222,Asian islands 
YJM1400,SACE_YCM,Guava,Fruit,Philippines,no,C,52,2,euploid,homozygous,"68,707",0,69,478,Asian islands 
YJM1479,SACE_YDE,Coconut tuba,Palm wine,Phillipines,no,C,46,2,euploid,homozygous,"67,977",0,12,129,Asian islands 
YJM1401,SACE_YCN,Papaya,Fruit,Philippines,no,C,52,2,euploid,homozygous,"64,919",0,"1,781",357,UN
CLIB409,ASM,Sugar cane (plant),Nature,Vietnam,no,none,0,3,aneu;+1*1;+1*6;+1*9;+1*16;,heterozygous,"74,710",26.9,"1,641",247,UN
VNL3,CGH,Unknown,Unknown,"Ha Noi, North Vietnam",no,none,0,3,euploid,heterozygous,"77,009",29.5,"2,786",268,UN
ATCC_52922-1C,CEP,Tapuy (rice wine),Fermentation,Philippines,no,none,0,2,aneu;+1*8;,homozygous,"63,858",0,"3,416",295,UN
malade Darkman,CKR,Unknown,"Human, clinical",France,no,none,0,2,aneu;+1*6;,heterozygous,"63,224",9.9,"1,082",204,UN
CBS2270,ARP,Japanese wine,Wine,Japan,no,none,0,2,aneu;+1*4;+1*11;+1*15;,heterozygous,"64,226",4.2,"1,444",256,Sake 
CBS6414,AEF,Sake yeast,Sake,Japan,yes,none,0,1,euploid,homozygous,"62,552",0,859,252,Sake 
RIB6003,CMH,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"65,191",8.1,57,185,Sake 
CBS2188,ARM,Fruit of Eryobotrya japonica,Fruit,Japan,no,none,0,2,euploid,heterozygous,"64,667",6.5,33,231,Sake 
K5,CLI,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"65,124",6.5,18,241,Sake 
RIB6005,CMK,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"64,627",6.1,11,188,Sake 
UC5,CLQ,Sake,Sake,Japan,no,none,0,1,aneu;+1*1;,homozygous,"62,379",0,651,191,Sake 
K14,CLN,Sake,Sake,Japan,no,none,0,2,euploid,homozygous,"62,276",0,462,207,Sake 
CBS6413,AFN,Sake yeast,Sake,Japan,yes,none,0,1,euploid,homozygous,"62,669",0,507,251,Sake 
K12_2,ADQ,Sake (shochu),Sake,Japan,yes,none,0,1,euploid,homozygous,"62,621",0,431,208,Sake 
CBS6412,AFM,Sake yeast,Sake,Japan,yes,none,0,1,euploid,homozygous,"63,117",0,349,693,Sake 
RIB0005,APA,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"63,466",3.3,268,202,Sake 
RIB1005,BTS,Sake,Sake,Japan,no,none,0,2,aneu;+1*11;,heterozygous,"65,973",8.4,519,271,Sake 
RIB0003,ANT,Sake,Sake,Japan,no,none,0,2,aneu;+1*1;+1*8;,heterozygous,"65,139",6.1,8,218,Sake 
RIB0001,ANR,Sake,Sake,Japan,no,none,0,2,aneu;+1*1;,heterozygous,"64,875",5.8,14,197,Sake 
RIB0004,ANV,Sake,Sake,Japan,no,none,0,2,aneu;+1*1;+1*8;,heterozygous,"65,208",6.1,8,217,Sake 
K1_1,ADN,Sake,Sake,Japan,yes,none,0,1,euploid,homozygous,"62,766",0,7,207,Sake 
RIB6001,CMF,Sake,Sake,Japan,no,none,0,2,aneu;+1*3;,heterozygous,"64,372",5.2,27,157,Sake 
RIB6004,CMI,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"63,672",4,216,168,Sake 
CBS436a,AAD,Moto (sake yeast starter),Sake,Japan,no,none,0,2,aneu;+2*8;,homozygous,"62,525",0,114,205,Sake 
RIB0002,ANS,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"63,224",2.8,97,196,Sake 
CBS435,AQN,Moto (sake yeast starter),Sake,Japan,no,none,0,2,euploid,heterozygous,"63,555",4.1,69,221,Sake 
K13,CLM,Sake,Sake,Japan,no,none,0,2,aneu;+1*3;,heterozygous,"64,273",4.3,21,277,Sake 
RIB0007,CMN,Sake,Sake,Japan,no,none,0,2,aneu;+1*1;,heterozygous,"63,863",5.8,36,145,Sake 
RIB1001,APC,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"64,509",3.8,13,284,Sake 
RIB1002,APD,Sake,Sake,Japan,no,none,0,2,aneu;+1*9;,heterozygous,"64,774",3.9,13,284,Sake 
CECT10711,AVC,Sake,Sake,Japan,no,none,0,2,aneu;-1*1;+1*9;+1*15;,heterozygous,"64,054",2.8,9,252,Sake 
RIB1016,CMD,Sake,Sake,Japan,no,none,0,2,aneu;+1*3;+1*9;,heterozygous,"63,917",3.4,16,148,Sake 
K15,CLP,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"64,047",2.1,16,220,Sake 
RIB1015,CMC,Sake,Sake,Japan,no,none,0,2,aneu;+1*14;,heterozygous,"63,568",3.1,14,134,Sake 
RIB1004,APF,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"64,072",2.8,18,210,Sake 
RIB1003,APE,Sake,Sake,Japan,no,none,0,2,aneu;+1*3;+1*11;,heterozygous,"64,029",2.5,4,220,Sake 
CECT10712,AVD,Sake,Sake,Japan,no,none,0,2,aneu;+1*3;+1*11;,heterozygous,"63,593",1.8,7,233,Sake 
RIB6009,AVM,Sake,Sake,Japan,no,none,0,2,aneu;+1*3;+1*11;,heterozygous,"63,786",2.2,12,217,Sake 
RIB1011,CLT,Sake,Sake,Japan,no,none,0,2,aneu;+1*9;,heterozygous,"63,853",2.6,4,181,Sake 
RIB1010,CLS,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"63,872",2.2,8,197,Sake 
RIB1017,CME,Sake,Sake,Japan,no,none,0,2,aneu;+1*9;,heterozygous,"64,150",2.8,4,188,Sake 
K10,CLL,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"63,904",2.7,11,188,Sake 
RIB1008,CLR,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"63,666",2,2,206,Sake 
RIB6006,CML,Sake,Sake,Japan,no,none,0,2,aneu;-1*1;,homozygous,"62,051",0,13,130,Sake 
RIB6007,CMM,Sake,Sake,Japan,no,none,0,2,aneu;+1*3;,heterozygous,"63,682",3.8,445,122,Sake 
RIB1014,CMB,Sake,Sake,Japan,no,none,0,2,aneu;+1*11;,heterozygous,"63,648",2.3,16,177,Sake 
RIB6008,AVL,Sake,Sake,Japan,no,none,0,2,aneu;+1*3;,heterozygous,"63,678",2.5,9,195,Sake 
RIB1012,CLV,Sake,Sake,Japan,no,none,0,2,aneu;+1*3;+1*9;,heterozygous,"63,851",2.6,4,167,Sake 
K9,CLK,Sake,Sake,Japan,no,none,0,2,aneu;+2*9;,heterozygous,"64,501",2.8,9,275,Sake 
RIB1006,CQQ,Sake,Sake,Japan,no,none,0,2,aneu;+1*3;,heterozygous,"64,584",2.9,24,234,Sake 
RIB1007,CQR,Sake,Sake,Japan,no,none,0,2,aneu;+1*3;,heterozygous,"64,643",3.1,3,237,Sake 
